"Month Year","Age","Sex","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Manslaughter Unlawful Striking Causing Death","Driving Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
JUL04,Juvenile,Female,0,0,0,0,0,0,0,34,0,16,2,16,2,0,2,4,0,4,7,0,0,2,5,47,25,16,16,0,3,6,1,34,16,368,5,328,14,21,13,0,0,3,0,10,14,4,8,2,0,471,43,0,21,1,1,20,0,0,0,0,0,0,0,0,0,13,0,1,7,4,0,0,0,4,0,64,2,23,17,22,0,8,1,7,0,0,1,141,256
JUL04,Juvenile,Male,0,0,0,0,0,0,0,106,2,54,8,42,24,3,21,32,17,15,23,3,0,5,15,185,223,80,75,5,35,108,6,266,121,376,11,191,96,78,15,1,0,2,0,12,56,11,21,24,0,1063,187,0,96,2,1,88,0,0,0,0,0,0,0,0,0,38,0,1,80,50,0,3,6,32,9,161,4,45,35,77,0,27,11,14,2,0,24,568,257
JUL04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
AUG04,Adult,Female,3,4,1,0,1,0,2,189,8,72,20,89,3,0,3,9,5,4,70,3,2,7,58,278,77,47,41,6,8,22,1,83,33,451,20,294,33,104,323,1,55,65,0,202,113,15,29,68,1,1081,769,5,345,19,27,373,17,0,0,3,9,0,0,0,5,41,1,61,22,24,0,6,0,13,5,397,7,199,14,177,0,553,11,448,92,2,15,1900,259
AUG04,Adult,Male,4,9,5,0,0,0,4,689,38,310,58,283,199,42,157,54,17,37,163,10,1,44,108,1118,849,486,470,16,116,247,12,559,264,1134,57,325,350,402,532,2,58,169,0,303,313,38,76,194,5,3663,2623,16,1199,121,79,1208,63,0,0,2,56,3,0,0,2,214,0,575,108,236,4,52,4,119,57,1833,24,734,52,1023,19,2691,94,1834,761,2,61,8423,260
AUG04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
AUG04,Juvenile,Female,0,0,0,0,0,0,0,62,1,30,6,25,5,0,5,3,2,1,4,0,0,2,2,74,35,11,11,0,2,22,4,40,17,256,11,202,7,36,15,0,0,0,0,15,20,2,8,8,2,387,68,0,31,4,5,28,0,0,0,0,0,0,0,0,0,25,0,0,9,4,0,1,0,2,1,65,1,27,13,24,0,3,0,2,1,0,2,176,262
AUG04,Juvenile,Male,2,0,0,0,0,0,0,125,3,56,15,51,41,6,35,16,5,11,21,2,0,3,16,205,319,114,112,2,46,159,27,310,100,518,16,178,218,106,11,0,0,3,0,8,57,16,24,17,0,1342,218,0,106,4,9,99,0,0,0,0,0,0,0,0,0,38,0,1,93,36,0,3,3,28,2,181,1,65,39,76,0,19,2,13,4,0,20,606,263
AUG04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
SEP04,Adult,Female,0,1,1,0,0,0,0,187,13,55,18,101,4,1,3,9,2,7,93,2,0,11,80,294,72,52,49,3,7,13,3,66,47,427,23,261,41,102,284,2,65,49,0,168,90,17,18,53,2,989,736,1,325,19,21,370,15,0,0,7,7,0,0,1,0,45,0,74,26,27,1,5,1,17,3,375,11,172,19,173,0,516,9,397,110,0,10,1824,265
SEP04,Adult,Male,4,7,2,0,0,0,5,617,39,271,52,255,167,42,125,45,21,24,160,12,0,27,121,1000,591,258,234,24,103,230,19,510,221,962,61,359,241,301,470,8,71,86,0,305,333,65,47,216,5,3106,2605,8,1248,132,58,1159,67,1,1,5,54,0,0,5,1,190,0,585,154,255,12,57,7,122,57,1898,27,776,94,1001,14,2450,93,1678,678,1,62,8280,266
SEP04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
SEP04,Juvenile,Female,0,0,0,0,0,0,0,51,0,31,2,18,1,0,1,3,2,1,6,3,0,0,3,61,42,27,26,1,3,12,3,39,26,242,9,186,23,24,7,0,0,0,0,7,15,5,4,6,0,374,76,0,45,0,3,28,0,0,0,0,0,0,0,0,0,18,0,0,7,1,0,0,0,1,0,58,2,26,17,13,0,1,1,0,0,0,7,168,268
SEP04,Juvenile,Male,0,0,0,0,0,0,0,108,3,42,16,47,32,8,24,14,12,2,19,1,0,0,18,173,326,116,116,0,72,138,5,327,114,460,15,189,134,122,8,1,0,0,0,7,45,14,10,19,2,1285,221,0,106,7,13,95,0,0,0,0,0,0,0,0,0,30,0,3,75,42,1,7,1,28,5,181,4,66,37,74,0,36,11,18,7,0,11,599,269
SEP04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
OCT04,Adult,Female,1,4,4,0,0,0,0,183,6,74,17,86,5,2,3,2,2,0,54,2,2,3,47,249,77,49,46,3,12,16,2,85,33,467,18,297,48,104,266,3,24,57,0,182,121,19,31,70,1,1051,757,2,338,31,16,370,14,0,0,8,4,1,0,0,1,50,0,67,32,32,2,4,0,22,4,457,16,202,22,217,4,585,9,447,129,0,17,2015,271
OCT04,Adult,Male,6,11,5,0,2,0,4,777,40,363,75,299,202,43,159,49,28,21,180,14,1,32,133,1225,650,344,317,27,123,183,8,771,228,1092,90,351,321,330,481,11,34,134,0,302,292,44,58,188,2,3522,2593,16,1212,119,91,1155,51,0,1,3,45,2,0,0,0,203,0,692,125,254,7,56,8,121,62,2239,38,882,73,1246,24,2907,106,2043,757,1,67,9155,272
OCT04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
OCT04,Juvenile,Female,0,0,0,0,0,0,0,47,2,25,7,13,1,0,1,2,1,1,1,0,0,1,0,51,23,11,10,1,3,9,0,48,10,267,7,243,2,15,11,0,0,0,0,11,8,1,2,5,0,367,40,0,17,1,0,22,0,0,0,0,0,0,0,0,0,18,0,1,10,2,0,0,0,2,0,61,3,22,14,22,0,2,0,2,0,0,3,137,274
OCT04,Juvenile,Male,1,0,0,0,0,0,0,119,5,54,11,49,31,11,20,14,10,4,22,0,0,1,21,187,432,156,154,2,58,218,3,423,186,482,24,161,165,132,14,0,0,0,0,14,54,19,19,16,0,1594,237,0,106,7,14,110,1,0,0,0,0,0,0,0,1,35,0,2,71,44,1,2,0,33,8,180,5,53,37,85,0,28,14,13,1,0,19,617,275
OCT04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
NOV04,Adult,Female,1,4,2,0,0,0,2,188,12,64,17,95,3,0,3,5,5,0,67,0,0,5,62,268,99,72,68,4,15,12,1,71,39,452,25,267,28,132,315,2,21,112,0,180,97,15,29,52,1,1074,789,3,333,35,24,394,16,0,0,7,9,0,0,0,0,50,0,73,32,27,0,2,0,22,3,474,19,189,18,248,5,516,4,412,100,0,19,2001,277
NOV04,Adult,Male,6,6,3,0,1,0,2,694,37,310,79,268,168,31,137,48,24,24,123,7,0,28,88,1045,570,318,296,22,70,182,16,587,244,986,53,301,266,366,501,2,52,113,0,334,325,64,65,195,1,3229,2825,20,1318,153,93,1241,14,0,0,2,12,0,0,0,0,224,1,620,131,235,7,56,5,119,48,2159,53,831,65,1210,37,2754,107,1853,793,1,61,9061,278
NOV04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,279
NOV04,Juvenile,Female,0,0,0,0,0,0,0,49,0,19,6,24,1,0,1,1,1,0,8,0,0,2,6,59,42,20,20,0,10,12,1,50,26,241,9,175,26,31,7,0,0,1,0,6,13,4,7,2,0,380,65,0,30,1,3,31,0,0,0,0,0,0,0,0,0,14,0,0,20,1,0,0,0,1,0,79,1,29,21,28,0,9,4,4,1,0,7,195,280
NOV04,Juvenile,Male,2,0,0,0,0,0,0,112,5,56,13,38,27,5,22,18,3,15,23,4,0,2,17,182,494,156,150,6,106,232,13,430,131,465,17,188,127,133,14,0,0,2,0,12,80,24,21,35,0,1627,201,0,102,3,10,86,0,0,0,0,0,0,0,0,0,31,0,0,112,30,0,4,0,21,5,192,4,65,28,95,0,23,9,9,4,1,15,604,281
NOV04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
DEC04,Adult,Female,1,2,2,0,0,0,0,208,18,76,30,84,3,1,2,9,5,4,58,1,1,6,50,281,104,80,73,7,11,13,2,86,46,465,14,314,40,97,288,1,11,90,0,186,116,26,12,78,0,1107,754,2,308,34,19,391,5,0,0,2,1,0,0,1,1,51,0,80,21,20,2,2,0,14,2,451,11,195,23,222,0,669,11,532,126,0,17,2068,283
DEC04,Adult,Male,4,14,12,0,1,0,1,809,48,378,72,311,169,39,130,73,49,24,161,20,9,25,107,1230,690,445,406,39,78,167,16,628,238,1056,58,379,279,340,496,12,83,73,0,328,273,49,61,159,4,3397,2487,18,1164,121,71,1113,4,0,0,1,0,1,0,1,1,258,1,658,140,245,10,61,11,112,51,2213,49,852,49,1263,20,3064,95,2124,844,1,64,9154,284
DEC04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
DEC04,Juvenile,Female,0,0,0,0,0,0,0,62,1,20,4,37,2,1,1,3,0,3,11,0,0,0,11,78,26,11,11,0,4,11,0,33,15,277,7,227,10,33,11,0,0,3,0,8,15,1,8,6,0,377,48,0,23,1,2,22,0,0,0,0,0,0,0,0,0,21,0,0,18,4,0,0,0,4,0,58,3,24,10,21,0,4,1,3,0,0,2,155,286
DEC04,Juvenile,Male,0,1,1,0,0,0,0,117,7,47,14,49,35,10,25,21,11,10,6,1,0,0,5,180,321,136,135,1,63,122,12,257,211,487,17,192,189,89,21,0,0,0,0,21,49,8,20,20,1,1358,164,0,75,6,4,79,0,0,0,0,0,0,0,0,0,38,0,1,71,39,1,1,5,30,2,193,1,76,27,89,0,39,16,16,7,0,12,557,287
DEC04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
JAN05,Adult,Female,0,4,1,0,2,0,1,235,14,82,33,106,2,1,1,12,1,11,44,0,0,4,40,297,77,45,42,3,12,20,1,107,30,464,15,288,24,137,269,8,15,80,0,166,114,29,15,69,1,1062,763,6,331,28,26,372,16,0,0,7,5,0,0,3,1,44,1,69,18,28,0,4,1,20,3,535,12,221,22,280,2,784,11,633,139,1,14,2274,289
JAN05,Adult,Male,5,20,15,0,0,0,5,806,39,387,80,300,154,28,126,80,41,39,138,16,3,24,95,1203,741,351,302,49,119,271,9,740,260,1068,49,344,297,378,493,6,58,75,0,354,353,54,76,217,6,3664,2540,15,1171,137,90,1127,1,0,0,0,1,0,0,0,0,181,0,671,136,269,10,60,2,148,49,2249,25,888,58,1278,19,3356,107,2330,917,2,72,9494,290
JAN05,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
JAN05,Juvenile,Female,0,0,0,0,0,0,0,49,2,15,6,26,0,0,0,4,0,4,8,0,0,1,7,61,86,30,30,0,18,38,0,68,46,260,14,154,18,74,20,0,0,6,0,14,18,3,7,8,0,498,60,0,28,1,0,31,0,0,0,0,0,0,0,0,0,28,0,0,18,0,0,0,0,0,0,104,0,34,14,56,0,10,2,7,0,1,2,222,292
JAN05,Juvenile,Male,0,0,0,0,0,0,0,81,4,36,10,31,29,7,22,7,1,6,12,1,0,0,11,129,498,160,159,1,80,258,8,373,151,517,18,224,162,113,20,0,0,1,0,19,66,22,24,20,0,1633,158,0,79,2,7,70,0,0,0,0,0,0,0,0,0,41,0,1,122,29,0,0,3,24,2,152,3,61,16,72,0,35,13,17,5,0,14,552,293
JAN05,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
FEB05,Adult,Female,2,4,2,0,0,0,2,197,14,76,12,95,2,0,2,2,1,1,68,0,0,5,63,275,79,47,43,4,13,19,4,76,39,503,24,293,35,151,280,0,42,55,0,183,94,12,21,61,0,1075,715,4,320,28,18,345,15,0,0,5,8,1,0,0,1,43,1,81,29,25,1,4,1,16,3,390,10,180,12,188,1,594,16,456,122,0,12,1906,295
FEB05,Adult,Male,3,7,5,0,0,0,2,784,42,400,78,264,180,47,133,44,28,16,167,9,2,37,119,1185,876,482,430,52,127,267,12,523,284,1008,51,349,263,345,733,6,85,175,0,467,323,54,73,191,5,3759,2603,16,1153,145,90,1199,8,0,0,1,3,1,0,1,2,199,2,651,153,246,10,62,9,110,55,1871,33,755,44,1039,16,2844,91,1963,787,3,97,8690,296
FEB05,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,297
FEB05,Juvenile,Female,0,0,0,0,0,0,0,41,0,20,5,16,7,0,7,0,0,0,1,0,0,1,0,49,31,10,10,0,5,16,0,39,43,200,11,154,11,24,13,0,0,0,0,13,17,0,12,5,0,343,46,0,16,4,2,24,0,0,0,0,0,0,0,0,0,10,0,0,24,4,1,0,0,3,0,62,1,28,14,19,0,0,0,0,0,0,4,150,298
FEB05,Juvenile,Male,1,1,1,0,0,0,0,89,3,45,5,36,30,11,19,20,8,12,12,1,0,1,10,153,518,153,152,1,90,275,13,264,140,526,23,132,191,180,29,0,0,4,0,25,64,16,24,24,0,1554,140,0,61,4,3,72,0,0,0,0,0,0,0,0,0,28,1,1,104,27,0,0,2,21,4,159,4,71,27,57,0,35,9,19,7,0,14,509,299
FEB05,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
MAR05,Adult,Female,0,1,1,0,0,0,0,197,15,71,19,92,4,0,4,5,3,2,59,5,0,3,51,266,94,63,57,6,11,20,0,100,39,451,19,280,38,114,232,3,18,63,0,148,102,18,21,61,2,1018,712,0,297,34,15,366,5,0,0,2,2,0,0,1,0,73,1,72,24,25,0,1,1,17,6,462,15,214,13,220,2,642,16,460,166,0,15,2033,301
MAR05,Adult,Male,2,9,6,0,0,0,3,775,58,371,74,272,194,34,160,75,45,30,157,13,0,28,116,1212,661,310,272,38,129,222,11,670,290,1042,41,359,225,417,502,2,69,64,0,367,361,61,83,210,7,3537,2424,17,1092,150,80,1085,2,0,0,1,0,0,0,1,0,236,1,613,156,273,15,63,2,128,65,2088,45,826,39,1178,17,2845,88,1870,885,2,93,8748,302
MAR05,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
MAR05,Juvenile,Female,0,0,0,0,0,0,0,56,0,30,1,25,1,0,1,9,6,3,10,3,0,0,7,76,91,40,40,0,13,38,0,60,36,231,4,148,25,54,17,0,0,0,0,17,18,3,8,5,2,453,50,0,27,1,3,19,0,0,0,0,0,0,0,0,0,20,0,0,27,2,0,0,0,1,1,51,2,24,7,18,0,3,1,2,0,0,0,153,304
MAR05,Juvenile,Male,0,0,0,0,0,0,0,112,2,57,13,40,33,11,22,23,5,18,16,3,0,1,12,184,553,163,161,2,115,275,9,366,180,545,27,177,187,154,37,6,8,0,0,23,63,21,14,28,0,1753,200,0,99,4,4,93,1,0,0,0,1,0,0,0,0,40,0,3,106,37,2,4,4,25,2,202,2,79,31,90,0,27,5,17,5,0,15,631,305
MAR05,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
APR05,Adult,Female,1,2,2,0,0,0,0,180,13,68,17,82,4,0,4,7,2,5,43,0,0,0,43,237,98,77,74,3,9,12,3,69,35,516,32,334,39,111,315,4,36,80,0,195,123,24,18,81,0,1159,733,3,322,23,25,360,17,0,0,8,6,0,0,3,0,45,0,69,30,26,0,5,0,18,3,424,12,173,17,222,6,674,8,524,142,0,13,2037,307
APR05,Adult,Male,11,11,10,0,0,0,1,690,43,334,58,255,201,36,165,65,41,24,140,14,2,22,102,1118,772,409,386,23,124,239,17,705,269,1146,60,365,380,341,429,12,52,42,0,323,291,57,50,183,1,3629,2558,4,1223,99,83,1149,54,0,0,3,50,1,0,0,0,246,1,555,145,234,4,59,7,121,43,1923,33,799,53,1038,34,3101,96,2182,822,1,100,8951,308
APR05,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
APR05,Juvenile,Female,0,0,0,0,0,0,0,48,1,25,4,18,2,0,2,6,0,6,2,0,0,0,2,58,35,17,17,0,3,15,3,35,26,203,9,149,21,24,26,0,0,2,0,24,6,1,3,2,0,334,48,0,22,2,3,21,0,0,0,0,0,0,0,0,0,29,0,1,22,0,0,0,0,0,0,52,0,21,3,28,0,2,0,0,2,0,3,157,310
APR05,Juvenile,Male,0,0,0,0,0,0,0,106,5,46,14,41,34,5,29,32,5,27,19,2,0,3,14,191,431,131,129,2,76,224,6,326,180,463,20,167,137,139,28,0,0,2,0,26,47,9,15,21,2,1481,176,0,82,4,15,75,2,0,0,0,2,0,0,0,0,41,0,0,120,35,0,3,1,23,8,163,2,65,26,70,0,15,4,10,0,1,11,563,311
APR05,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
MAY05,Adult,Female,0,1,1,0,0,0,0,155,7,49,15,84,3,0,3,9,1,8,65,1,1,2,61,233,67,38,37,1,10,19,0,80,44,443,10,304,32,97,262,5,13,84,0,160,92,20,25,47,0,988,746,3,347,34,14,348,5,0,0,3,1,0,0,1,0,35,0,69,23,25,1,3,0,17,4,406,10,182,15,199,3,507,12,401,94,0,14,1833,313
MAY05,Adult,Male,4,6,4,0,1,0,1,649,51,290,55,253,189,52,137,41,26,15,140,7,1,23,109,1029,698,328,296,31,124,246,6,757,232,973,55,303,308,307,507,9,68,79,0,351,308,66,65,172,5,3481,2833,12,1318,103,88,1312,3,0,0,0,2,0,0,1,0,180,5,533,138,255,14,57,14,129,41,1724,50,652,60,962,14,2631,70,1735,825,1,90,8406,314
MAY05,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
MAY05,Juvenile,Female,0,0,0,0,0,0,0,54,0,20,5,29,3,0,3,3,0,3,5,0,0,2,3,65,41,20,18,2,3,18,0,43,29,212,9,180,11,12,23,0,0,1,0,22,7,2,2,3,0,355,47,0,28,0,1,18,0,0,0,0,0,0,0,0,0,13,0,0,24,4,1,0,1,2,0,32,0,14,1,17,0,5,0,5,0,0,5,130,316
MAY05,Juvenile,Male,2,0,0,0,0,0,0,97,2,38,15,42,46,7,39,21,6,15,16,4,1,0,11,182,516,212,208,4,64,240,12,398,133,517,17,179,173,148,14,2,1,0,0,11,39,10,13,16,0,1629,212,1,108,3,10,90,0,0,0,0,0,0,0,0,0,35,0,3,129,18,0,0,1,16,1,114,2,43,15,54,0,23,8,11,3,1,12,546,317
MAY05,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
JUN05,Adult,Female,0,0,0,0,0,0,0,195,9,57,20,109,4,0,4,10,3,7,53,2,0,1,50,262,66,36,33,3,11,19,0,85,35,405,20,237,37,111,189,4,21,19,0,145,90,19,30,39,2,870,660,2,284,16,12,346,13,0,0,12,1,0,0,0,0,57,0,47,24,15,1,4,0,10,0,347,9,187,10,141,2,696,12,527,156,1,13,1874,319
JUN05,Adult,Male,3,11,10,0,0,0,1,657,42,279,52,284,169,48,121,60,44,16,123,13,1,18,91,1023,800,421,397,24,123,256,29,560,279,1079,43,333,340,363,437,7,44,98,0,288,314,60,75,173,6,3498,2543,8,1209,87,64,1175,67,0,1,7,56,3,0,0,0,194,1,519,154,244,10,55,6,133,40,1718,36,749,45,888,17,3082,79,2081,921,1,73,8612,320
JUN05,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,321
